gameid,url,league,split,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,"team kpm",ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,"dragons (type unknown)",elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,"earned gpm",earnedgoldshare,goldspent,gspd,"total cs",minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
ESPORTSTMNT04/1230203,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230203?gameHash=205c19725dfd7739&amp;tab=overview,TCL,2020-2,"2020-06-07 14:12:46",1,10.11,4,Blue,bot,Luger,Galakticos,Syndra,LeBlanc,Ornn,Trundle,Yuumi,Braum,2557,1,7,0,8,25,11,1,0,0,0,1,0,1,0,0.5866,0.8447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,27589,647.3758,0.326954,9,0.2112,2,0.0469,2,30,0.7039,19810,14318,335.9718,0.274912,18900,NULL,403,365,38,32,1,9.4564,4541,3624,93,2746,2777,66,1795,847,27,6978,5953,144,4759,5509,125,2219,444,19
ESPORTSTMNT04/1230203,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230203?gameHash=205c19725dfd7739&amp;tab=overview,TCL,2020-2,"2020-06-07 14:12:46",1,10.11,5,Blue,sup,Nikola,Galakticos,Nautilus,LeBlanc,Ornn,Trundle,Yuumi,Braum,2557,1,1,2,17,25,11,0,0,0,0,1,1,0,0,0.5866,0.8447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,7543,176.9965,0.0893911,72,1.6895,13,0.3050,20,134,3.1443,10299,4807,112.7962,0.092298,9550,NULL,35,35,0,0,0,0.8213,2816,2562,12,2177,2682,23,639,-120,-11,4130,3740,26,3385,4118,32,745,-378,-6
ESPORTSTMNT04/1230203,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230203?gameHash=205c19725dfd7739&amp;tab=overview,TCL,2020-2,"2020-06-07 14:12:46",1,10.11,6,Red,top,Ragner,"Galatasaray Esports",Kennen,Varus,Kalista,Sett,"Miss Fortune",Soraka,2557,0,0,6,7,11,25,0,0,0,0,0,0,0,0,0.2581,0.8447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,18431,432.4834,0.209705,24,0.5632,6,0.1408,11,42,0.9855,13871,8379,196.6132,0.21612,13625,NULL,335,311,24,17,4,7.8608,3191,4133,79,2972,4051,70,219,82,9,4726,6352,115,5372,7258,121,-646,-906,-6
ESPORTSTMNT04/1230203,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230203?gameHash=205c19725dfd7739&amp;tab=overview,TCL,2020-2,"2020-06-07 14:12:46",1,10.11,7,Red,jng,Roulette,"Galatasaray Esports",Graves,Varus,Kalista,Sett,"Miss Fortune",Soraka,2557,0,3,3,5,11,25,0,0,0,0,0,0,0,0,0.2581,0.8447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,12062,283.0348,0.13724,17,0.3989,12,0.2816,17,51,1.1967,13458,7966,186.9222,0.205468,12400,NULL,262,83,179,121,24,6.1478,2713,2676,49,3340,3976,71,-627,-1300,-22,4483,4763,84,4994,5679,101,-511,-916,-17
ESPORTSTMNT04/1230203,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230203?gameHash=205c19725dfd7739&amp;tab=overview,TCL,2020-2,"2020-06-07 14:12:46",1,10.11,8,Red,mid,Kofte,"Galatasaray Esports",Ekko,Varus,Kalista,Sett,"Miss Fortune",Soraka,2557,0,2,7,6,11,25,0,0,0,0,0,0,0,0,0.2581,0.8447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,14940,350.5671,0.169985,19,0.4458,6,0.1408,10,40,0.9386,13642,8150,191.2397,0.210214,12680,NULL,302,291,11,9,0,7.0864,3071,4602,81,2910,3971,69,161,631,12,4600,7171,122,4150,5543,95,450,1628,27
ESPORTSTMNT04/1230203,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230203?gameHash=205c19725dfd7739&amp;tab=overview,TCL,2020-2,"2020-06-07 14:12:46",1,10.11,9,Red,bot,Padden,"Galatasaray Esports",Ezreal,Varus,Kalista,Sett,"Miss Fortune",Soraka,2557,0,5,4,3,11,25,1,0,0,0,0,0,0,1,0.2581,0.8447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,37756,885.9445,0.429582,12,0.2816,8,0.1877,4,38,0.8917,16708,11216,263.1834,0.289294,15383,NULL,365,334,31,31,0,8.5647,2746,2777,66,4541,3624,93,-1795,-847,-27,4759,5509,125,6978,5953,144,-2219,-444,-19
ESPORTSTMNT04/1230203,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230203?gameHash=205c19725dfd7739&amp;tab=overview,TCL,2020-2,"2020-06-07 14:12:46",1,10.11,10,Red,sup,Tolerant,"Galatasaray Esports",Rakan,Varus,Kalista,Sett,"Miss Fortune",Soraka,2557,0,1,5,5,11,25,0,0,0,0,0,0,0,0,0.2581,0.8447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4701,110.3090,0.0534873,71,1.6660,16,0.3754,27,119,2.7923,8551,3059,71.7794,0.0789031,8050,NULL,49,49,0,0,0,1.1498,2177,2682,23,2816,2562,12,-639,120,11,3385,4118,32,4130,3740,26,-745,378,6
ESPORTSTMNT04/1230203,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230203?gameHash=205c19725dfd7739&amp;tab=overview,TCL,2020-2,"2020-06-07 14:12:46",1,10.11,100,Blue,team,,Galakticos,,LeBlanc,Ornn,Trundle,Yuumi,Braum,2557,1,25,11,60,25,11,1,0,0,0,1,NULL,NULL,NULL,0.5866,0.8447,1,5,1,4,1,0,1,2,1,0,1,0,1,2,0,1,1,0,1,10,3,1,1,2,0,84382,1980.0235,NULL,147,3.4494,53,1.2436,49,323,7.5792,79542,52083,1222.1275,NULL,74950,0.186916,NULL,1008,261,157,22,29.7771,16579,18184,315,13898,16870,298,2681,1314,17,25624,28173,487,21953,27913,478,3671,260,9
ESPORTSTMNT04/1230203,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230203?gameHash=205c19725dfd7739&amp;tab=overview,TCL,2020-2,"2020-06-07 14:12:46",1,10.11,200,Red,team,,"Galatasaray Esports",,Varus,Kalista,Sett,"Miss Fortune",Soraka,2557,0,11,25,26,11,25,1,0,0,0,0,NULL,NULL,NULL,0.2581,0.8447,0,1,5,1,4,0,0,1,0,0,0,1,0,0,2,0,0,1,0,3,10,0,0,0,2,87890,2062.3387,NULL,143,3.3555,48,1.1263,69,290,6.8048,66230,38771,909.7614,NULL,62138,-0.186916,NULL,1068,245,178,28,30.8095,13898,16870,298,16579,18184,315,-2681,-1314,-17,21953,27913,478,25624,28173,487,-3671,-260,-9
ESPORTSTMNT04/1230207,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230207?gameHash=7485da895784b7c1&amp;tab=overview,TCL,2020-2,"2020-06-07 15:24:24",1,10.11,1,Blue,top,Novachrono,"Beşiktaş Esports",Gnar,Thresh,Akali,Graves,Diana,Elise,1824,1,5,2,9,16,6,1,0,0,0,0,0,0,0,0.5263,0.7237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,21927,721.2829,0.324378,15,0.4934,6,0.1974,5,29,0.9539,13293,9296,305.7895,0.244077,11075,NULL,244,228,16,3,7,8.0263,3274,4741,90,3094,4854,82,180,-113,8,5110,6876,124,4525,6905,109,585,-29,15
ESPORTSTMNT04/1230207,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230207?gameHash=7485da895784b7c1&amp;tab=overview,TCL,2020-2,"2020-06-07 15:24:24",1,10.11,2,Blue,jng,Elramir,"Beşiktaş Esports",Sett,Thresh,Akali,Graves,Diana,Elise,1824,1,1,2,10,16,6,0,0,0,0,1,0,1,0,0.5263,0.7237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5894,193.8816,0.0871932,17,0.5592,12,0.3947,16,51,1.6776,8868,4871,160.2303,0.127899,7400,NULL,132,27,105,82,0,4.3421,2700,2501,46,3008,3091,63,-308,-590,-17,4007,4389,73,5568,5450,89,-1561,-1061,-16
ESPORTSTMNT04/1230207,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230207?gameHash=7485da895784b7c1&amp;tab=overview,TCL,2020-2,"2020-06-07 15:24:24",1,10.11,3,Blue,mid,stillnumb,"Beşiktaş Esports",Corki,Thresh,Akali,Graves,Diana,Elise,1824,1,3,1,5,16,6,0,0,0,0,1,1,0,0,0.5263,0.7237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,20596,677.5000,0.304688,11,0.3618,6,0.1974,6,35,1.1513,13790,9793,322.1382,0.257125,13933,NULL,314,269,45,31,5,10.3289,3907,4790,99,3084,4196,80,823,594,19,5893,7866,161,5288,7448,151,605,418,10
ESPORTSTMNT04/1230207,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230207?gameHash=7485da895784b7c1&amp;tab=overview,TCL,2020-2,"2020-06-07 15:24:24",1,10.11,4,Blue,bot,Rate,"Beşiktaş Esports",Aphelios,Thresh,Akali,Graves,Diana,Elise,1824,1,7,0,5,16,6,2,2,0,0,1,0,1,0,0.5263,0.7237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,14909,490.4276,0.220557,13,0.4276,14,0.4605,6,47,1.5461,14976,10979,361.1513,0.288264,12550,NULL,294,266,28,16,8,9.6711,3246,3095,80,3150,2925,80,96,170,0,4675,4800,122,5451,4903,126,-776,-103,-4
ESPORTSTMNT04/1230207,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230207?gameHash=7485da895784b7c1&amp;tab=overview,TCL,2020-2,"2020-06-07 15:24:24",1,10.11,5,Blue,sup,Efias,"Beşiktaş Esports",Braum,Thresh,Akali,Graves,Diana,Elise,1824,1,0,1,13,16,6,0,0,0,0,1,0,1,0,0.5263,0.7237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4271,140.4934,0.0631833,38,1.2500,4,0.1316,13,63,2.0724,7144,3147,103.5197,0.0826356,5730,NULL,30,30,0,0,0,0.9868,2137,2260,14,2043,3042,13,94,-782,1,3004,3433,22,3388,4303,19,-384,-870,3
ESPORTSTMNT04/1230207,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230207?gameHash=7485da895784b7c1&amp;tab=overview,TCL,2020-2,"2020-06-07 15:24:24",1,10.11,6,Red,top,Juuzou,"Dark Passage",Renekton,Varus,Trundle,Syndra,Lulu,Nautilus,1824,0,1,4,3,6,16,0,0,0,0,0,0,0,0,0.1974,0.7237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,7166,235.7237,0.177275,11,0.3618,6,0.1974,4,24,0.7895,9641,5644,185.6579,0.211917,9940,NULL,198,190,8,4,0,6.5132,3094,4854,82,3274,4741,90,-180,113,-8,4525,6905,109,5110,6876,124,-585,29,-15
ESPORTSTMNT04/1230207,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230207?gameHash=7485da895784b7c1&amp;tab=overview,TCL,2020-2,"2020-06-07 15:24:24",1,10.11,7,Red,jng,Kireas,"Dark Passage",Olaf,Varus,Trundle,Syndra,Lulu,Nautilus,1824,0,4,4,2,6,16,1,0,0,0,0,0,0,1,0.1974,0.7237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,8932,293.8158,0.220963,10,0.3289,10,0.3289,12,40,1.3158,9632,5635,185.3618,0.211579,9475,NULL,152,19,133,87,7,5.0000,3008,3091,63,2700,2501,46,308,590,17,5568,5450,89,4007,4389,73,1561,1061,16
ESPORTSTMNT04/1230207,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230207?gameHash=7485da895784b7c1&amp;tab=overview,TCL,2020-2,"2020-06-07 15:24:24",1,10.11,8,Red,mid,Ksaez,"Dark Passage",Azir,Varus,Trundle,Syndra,Lulu,Nautilus,1824,0,0,2,2,6,16,0,0,0,0,0,0,0,0,0.1974,0.7237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,12375,407.0724,0.306138,14,0.4605,3,0.0987,6,30,0.9868,10550,6553,215.5592,0.246044,10300,NULL,284,238,46,35,0,9.3421,3084,4196,80,3907,4790,99,-823,-594,-19,5288,7448,151,5893,7866,161,-605,-418,-10
ESPORTSTMNT04/1230207,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230207?gameHash=7485da895784b7c1&amp;tab=overview,TCL,2020-2,"2020-06-07 15:24:24",1,10.11,9,Red,bot,Wasteee,"Dark Passage",Kalista,Varus,Trundle,Syndra,Lulu,Nautilus,1824,0,1,3,2,6,16,0,0,0,0,0,0,0,0,0.1974,0.7237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,9835,323.5197,0.243302,12,0.3947,12,0.3947,4,37,1.2171,10752,6755,222.2039,0.253628,10150,NULL,254,250,4,4,0,8.3553,3150,2925,80,3246,3095,80,-96,-170,0,5451,4903,126,4675,4800,122,776,103,4
ESPORTSTMNT04/1230207,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230207?gameHash=7485da895784b7c1&amp;tab=overview,TCL,2020-2,"2020-06-07 15:24:24",1,10.11,10,Red,sup,Absolute,"Dark Passage",Taric,Varus,Trundle,Syndra,Lulu,Nautilus,1824,0,0,3,5,6,16,0,0,0,0,0,0,0,0,0.1974,0.7237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2115,69.5724,0.0523217,34,1.1184,3,0.0987,9,56,1.8421,6043,2046,67.3026,0.0768322,5375,NULL,27,27,0,0,0,0.8882,2043,3042,13,2137,2260,14,-94,782,-1,3388,4303,19,3004,3433,22,384,870,-3
ESPORTSTMNT04/1230207,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230207?gameHash=7485da895784b7c1&amp;tab=overview,TCL,2020-2,"2020-06-07 15:24:24",1,10.11,100,Blue,team,,"Beşiktaş Esports",,Thresh,Akali,Graves,Diana,Elise,1824,1,16,6,42,16,6,3,2,0,0,1,NULL,NULL,NULL,0.5263,0.7237,0,3,2,3,2,1,2,0,0,0,0,0,0,1,1,1,1,0,0,11,1,1,1,3,0,67597,2223.5855,NULL,94,3.0921,42,1.3816,46,225,7.4013,58071,38088,1252.8947,NULL,50688,0.113585,NULL,820,194,132,20,33.3553,15264,17387,329,14379,18108,318,885,-721,11,22689,27364,502,24220,29009,494,-1531,-1645,8
ESPORTSTMNT04/1230207,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230207?gameHash=7485da895784b7c1&amp;tab=overview,TCL,2020-2,"2020-06-07 15:24:24",1,10.11,200,Red,team,,"Dark Passage",,Varus,Trundle,Syndra,Lulu,Nautilus,1824,0,6,16,14,6,16,1,0,0,0,0,NULL,NULL,NULL,0.1974,0.7237,1,2,3,2,3,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,11,0,0,0,3,40423,1329.7039,NULL,81,2.6645,34,1.1184,35,187,6.1513,46618,26635,876.1513,NULL,45240,-0.113585,NULL,724,191,130,7,30.0987,14379,18108,318,15264,17387,329,-885,721,-11,24220,29009,494,22689,27364,502,1531,1645,-8
ESPORTSTMNT01/1401754,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401754?gameHash=58709f90a820142f,CBLOL,2020-2,"2020-06-07 15:39:00",1,10.11,1,Blue,top,Bankai,"Flamengo Esports",Camille,Yuumi,Syndra,Senna,Renekton,Azir,1720,0,2,2,4,8,12,0,0,0,0,0,0,0,0,0.2791,0.6977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,9221,321.6628,0.216156,13,0.4535,4,0.1395,4,24,0.8372,9908,6124,213.6279,0.229391,9783,NULL,233,223,10,3,4,8.1279,3027,4575,74,3076,4213,55,-49,362,19,4654,7246,124,5363,6924,106,-709,322,18
ESPORTSTMNT01/1401754,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401754?gameHash=58709f90a820142f,CBLOL,2020-2,"2020-06-07 15:39:00",1,10.11,2,Blue,jng,Ranger,"Flamengo Esports",Kindred,Yuumi,Syndra,Senna,Renekton,Azir,1720,0,1,2,7,8,12,0,0,0,0,1,1,0,0,0.2791,0.6977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,7581,264.4535,0.177712,11,0.3837,31,1.0814,11,68,2.3721,9281,5497,191.7558,0.205904,8725,NULL,185,39,146,95,14,6.4535,3189,2693,49,2937,2979,58,252,-286,-9,4961,5015,94,4534,4508,89,427,507,5
ESPORTSTMNT01/1401754,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401754?gameHash=58709f90a820142f,CBLOL,2020-2,"2020-06-07 15:39:00",1,10.11,3,Blue,mid,Goku,"Flamengo Esports",Kassadin,Yuumi,Syndra,Senna,Renekton,Azir,1720,0,3,2,2,8,12,1,0,0,0,0,0,0,0,0.2791,0.6977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,11671,407.1279,0.273588,9,0.3140,7,0.2442,5,24,0.8372,10728,6944,242.2326,0.260109,9475,NULL,253,238,15,6,5,8.8256,3594,4589,93,3449,3881,67,145,708,26,5377,7680,151,5627,6917,124,-250,763,27
ESPORTSTMNT01/1401754,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401754?gameHash=58709f90a820142f,CBLOL,2020-2,"2020-06-07 15:39:00",1,10.11,4,Blue,bot,Luskka,"Flamengo Esports",Aphelios,Yuumi,Syndra,Senna,Renekton,Azir,1720,0,2,3,4,8,12,0,0,0,0,1,0,1,0,0.2791,0.6977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,9047,315.5930,0.212077,12,0.4186,5,0.1744,4,28,0.9767,9856,6072,211.8140,0.227443,9850,NULL,216,204,12,8,0,7.5349,3233,2811,76,3114,3602,80,119,-791,-4,4819,4996,126,5210,5674,128,-391,-678,-2
ESPORTSTMNT01/1401754,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401754?gameHash=58709f90a820142f,CBLOL,2020-2,"2020-06-07 15:39:00",1,10.11,5,Blue,sup,Reven,"Flamengo Esports",Braum,Yuumi,Syndra,Senna,Renekton,Azir,1720,0,0,3,7,8,12,0,0,0,0,1,0,1,0,0.2791,0.6977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5139,179.2674,0.120467,40,1.3953,10,0.3488,13,58,2.0233,5844,2060,71.8605,0.077153,5425,NULL,33,33,0,0,0,1.1512,2119,2373,10,2059,2243,11,60,130,-1,3093,3286,19,3100,3358,18,-7,-72,1
ESPORTSTMNT01/1401754,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401754?gameHash=58709f90a820142f,CBLOL,2020-2,"2020-06-07 15:39:00",1,10.11,6,Red,top,Tay,INTZ,Wukong,Graves,Varus,Thresh,Jayce,LeBlanc,1720,1,6,1,4,12,8,0,0,0,0,0,0,0,0,0.4186,0.6977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,14434,503.5116,0.263404,13,0.4535,3,0.1047,4,35,1.2209,12330,8546,298.1163,0.262651,12108,NULL,210,198,12,8,0,7.3256,3076,4213,55,3027,4575,74,49,-362,-19,5363,6924,106,4654,7246,124,709,-322,-18
ESPORTSTMNT01/1401754,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401754?gameHash=58709f90a820142f,CBLOL,2020-2,"2020-06-07 15:39:00",1,10.11,7,Red,jng,Shini,INTZ,Trundle,Graves,Varus,Thresh,Jayce,LeBlanc,1720,1,0,3,4,12,8,0,0,0,0,0,0,0,1,0.4186,0.6977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4957,172.9186,0.0904595,9,0.3140,12,0.4186,9,40,1.3953,8931,5147,179.5465,0.158182,8225,NULL,162,25,137,94,4,5.6512,2937,2979,58,3189,2693,49,-252,286,9,4534,4508,89,4961,5015,94,-427,-507,-5
ESPORTSTMNT01/1401754,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401754?gameHash=58709f90a820142f,CBLOL,2020-2,"2020-06-07 15:39:00",1,10.11,8,Red,mid,Envy,INTZ,"Twisted Fate",Graves,Varus,Thresh,Jayce,LeBlanc,1720,1,3,2,5,12,8,0,0,0,0,0,0,0,0,0.4186,0.6977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,10924,381.0698,0.19935,12,0.4186,5,0.1744,6,29,1.0116,11208,7424,258.9767,0.228166,9750,NULL,206,199,7,4,3,7.1860,3449,3881,67,3594,4589,93,-145,-708,-26,5627,6917,124,5377,7680,151,250,-763,-27
ESPORTSTMNT01/1401754,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401754?gameHash=58709f90a820142f,CBLOL,2020-2,"2020-06-07 15:39:00",1,10.11,9,Red,bot,micaO,INTZ,"Miss Fortune",Graves,Varus,Thresh,Jayce,LeBlanc,1720,1,1,1,5,12,8,0,0,0,0,0,0,0,0,0.4186,0.6977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,17604,614.0930,0.321253,12,0.4186,8,0.2791,5,31,1.0814,11538,7754,270.4884,0.238308,10225,NULL,243,222,21,9,5,8.4767,3114,3602,80,3233,2811,76,-119,791,4,5210,5674,128,4819,4996,126,391,678,2
ESPORTSTMNT01/1401754,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401754?gameHash=58709f90a820142f,CBLOL,2020-2,"2020-06-07 15:39:00",1,10.11,10,Red,sup,RedBert,INTZ,Bard,Graves,Varus,Thresh,Jayce,LeBlanc,1720,1,2,1,6,12,8,1,0,0,0,0,0,0,0,0.4186,0.6977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6879,239.9651,0.125534,66,2.3023,15,0.5233,15,101,3.5233,7451,3667,127.9186,0.112694,6725,NULL,39,39,0,0,0,1.3605,2059,2243,11,2119,2373,10,-60,-130,1,3100,3358,18,3093,3286,19,7,72,-1
ESPORTSTMNT01/1401754,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401754?gameHash=58709f90a820142f,CBLOL,2020-2,"2020-06-07 15:39:00",1,10.11,100,Blue,team,,"Flamengo Esports",,Yuumi,Syndra,Senna,Renekton,Azir,1720,0,8,12,24,8,12,1,0,0,0,1,NULL,NULL,NULL,0.2791,0.6977,0,2,3,2,3,0,2,0,0,0,0,0,0,1,1,0,0,1,0,3,7,0,0,0,1,42659,1488.1047,NULL,85,2.9651,57,1.9884,37,202,7.0465,45617,26695,931.2209,NULL,43258,-0.0836185,NULL,737,183,112,23,32.0930,15162,17041,302,14635,16918,271,527,123,31,22904,28223,514,23834,27381,465,-930,842,49
